Date,PceID,PBlokID,PceStrtTime,PceEndTime,PceDuration,Reason,Comment,TrpNo,TrpInternalNo,TrpRoute,TrpDirection,TrpType,TrpStrtPlace, TrpSrtTime,TrpEndTime,TrpEndPlace,TrpBlock,Trp_duration,TrpDistance,TrpDutyNo,TrpPceNo, DutyType,ATMSDtyNum,ATMSBlkNum,hour,costcenter,Division,Exporttime,PermTripNumber 
11/05/2021,233 -021,233 -  3,1416,2342,  9h26   ,CT      ,,  105710,   53823429,  233,South,Regular,Van Nuys / Glenoaks Layover,1416,1517,Moorpark / Van Nuys,233 -  3,                  61,     9.884,233 -021,        ,EB,233021,    0301,14 ,3215,,2021-11-05_16:09;04.3,10233001571416
11/05/2021,233 -021,233 -  3,1416,2342,  9h26   ,CT      ,,  106400,   53823352,  233,North,Regular,Moorpark / Van Nuys,1534,1647,Eldridge / Kagel Canyon,233 -  3,                  73,    11.885,233 -021,        ,EB,233021,    0301,15 ,3215,,2021-11-05_16:09;04.4,10233001481534
11/05/2021,233 -021,233 -  3,1416,2342,  9h26   ,CT      ,,  107410,   53823503,  233,South,Regular,Eldridge / Kagel Canyon,1656,1807,Moorpark / Van Nuys,233 -  3,                  71,    12.111,233 -021,        ,EB,233021,    0301,16 ,3215,,2021-11-05_16:09;04.4,10233001561656
11/05/2021,233 -021,233 -  3,1416,2342,  9h26   ,CT      ,,  108000,   53823358,  233,North,Regular,Moorpark / Van Nuys,1819,1924,Eldridge / Kagel Canyon,233 -  3,                  65,    11.885,233 -021,        ,EB,233021,    0301,18 ,3215,,2021-11-05_16:09;04.4,10233001481819
11/05/2021,233 -021,233 -  3,1416,2342,  9h26   ,CT      ,,  108810,   53823508,  233,South,Regular,Eldridge / Kagel Canyon,1937,2038,Moorpark / Van Nuys,233 -  3,                  61,    12.111,233 -021,        ,EB,233021,    0301,19 ,3215,,2021-11-05_16:09;04.5,10233001561937
11/05/2021,233 -021,233 -  3,1416,2342,  9h26   ,CT      ,,  108900,   53823361,  233,North,Regular,Moorpark / Van Nuys,2050,2141,Eldridge / Kagel Canyon,233 -  3,                  51,    11.885,233 -021,        ,EB,233021,    0301,20 ,3215,,2021-11-05_16:09;04.5,10233001482050
11/05/2021,233 -021,233 -  3,1416,2342,  9h26   ,CT      ,,  109410,   53823457,  233,South,Regular,Eldridge / Kagel Canyon,2153,2245,Moorpark / Van Nuys,233 -  3,                  52,    12.111,233 -021,        ,EB,233021,    0301,21 ,3215,,2021-11-05_16:09;04.5,10233001562153
11/05/2021,233 -021,233 -  3,1416,2342,  9h26   ,CT      ,,  109300,   53823446,  233,North,Regular,Moorpark / Van Nuys,2252,2334,Foothill / Terra Bella,233 -  3,                  42,    10.827,233 -021,        ,EB,233021,    0301,22 ,3215,,2021-11-05_16:09;04.6,10233001502252
11/05/2021,233 -021,233 -  3,1416,2342,  9h26   ,CT      ,, 1005705,   54397021,,,Pull-in,Foothill / Terra Bella,2334,2342,Division 15,233 -  3,                   8,     2.000,233 -021,        ,EB,233021,    0301,23 ,3215,,2021-11-05_16:09;04.6,10000000002334
11/05/2021,233 -023,233 -  6,1531,2442,  9h11   ,CT      ,,  106510,   53823501,  233,South,Regular,Van Nuys / Glenoaks Layover,1535,1638,Moorpark / Van Nuys,233 -  6,                  63,     9.884,233 -023,        ,A,233023, 2330600,15 ,3215,15,2021-11-05_16:09;05.8,10233001571535
11/05/2021,233 -023,233 -  6,1531,2442,  9h11   ,CT      ,,  107200,   53823399,  233,North,Regular,Moorpark / Van Nuys,1654,1807,Eldridge / Kagel Canyon,233 -  6,                  73,    11.885,233 -023,        ,A,233023, 2330600,16 ,3215,15,2021-11-05_16:09;05.8,10233001481654
11/05/2021,233 -023,233 -  6,1531,2442,  9h11   ,CT      ,,  108210,   53823532,  233,South,Regular,Eldridge / Kagel Canyon,1818,1924,Moorpark / Van Nuys,233 -  6,                  66,    12.111,233 -023,        ,A,233023, 2330600,18 ,3215,15,2021-11-05_16:09;05.8,10233001561818
11/05/2021,233 -023,233 -  6,1531,2442,  9h11   ,CT      ,,  108600,   53823360,  233,North,Regular,Moorpark / Van Nuys,1937,2035,Van Nuys / Glenoaks Layover,233 -  6,                  58,    12.068,233 -023,        ,A,233023, 2330600,19 ,3215,15,2021-11-05_16:09;05.9,10233001461937
11/05/2021,233 -023,233 -  6,1531,2442,  9h11   ,CT      ,,  109110,   53823506,  233,South,Regular,Van Nuys / Glenoaks Layover,2053,2223,Expo / Sepulveda Station,233 -  6,                  90,    23.682,233 -023,        ,A,233023, 2330600,20 ,3215,15,2021-11-05_16:09;05.9,10233001662053
11/05/2021,233 -023,233 -  6,1531,2442,  9h11   ,CT      ,,  109500,   53823447,  233,North,Regular,Expo / Sepulveda Station,2304,2434,Foothill / Terra Bella,233 -  6,                  90,    25.207,233 -023,        ,A,233023, 2330600,23 ,3215,15,2021-11-05_16:09;05.9,10233001652304
11/05/2021,233 -023,233 -  6,1531,2442,  9h11   ,CT      ,, 1005783,   54396877,,,Pull-in,Foothill / Terra Bella,2434,2442,Division 15,233 -  6,                   8,     2.000,233 -023,        ,A,233023, 2330600,24 ,3215,15,2021-11-05_16:09;05.9,10000000002434
11/05/2021,233-504,233 -  4,0443,0913,  4h30   ,CT      ,, 1005770,   54396908,,,Pull-out,Division 15,0443,0453,Van Nuys / Foothill,233 -  4,                  10,     2.600,233 -701,233 -504,EB,233504, 2330402,04 ,3215,15,2021-11-05_16:09;05.6,10000000000443
11/05/2021,233-504,233 -  4,0443,0913,  4h30   ,CT      ,,  100210,   53823462,  233,South,Regular,Van Nuys / Foothill,0453,0535,Moorpark / Van Nuys,233 -  4,                  42,    10.577,233 -701,233 -504,EB,233504, 2330402,04 ,3215,15,2021-11-05_16:09;05.7,10233001600453
11/05/2021,233-504,233 -  4,0443,0913,  4h30   ,CT      ,,  100500,   53823458,  233,North,Regular,Moorpark / Van Nuys,0557,0648,Van Nuys / Glenoaks Layover,233 -  4,                  51,    12.068,233 -701,233 -504,EB,233504, 2330402,05 ,3215,15,2021-11-05_16:09;05.7,10233001460557
11/05/2021,233-504,233 -  4,0443,0913,  4h30   ,CT      ,,  101310,   53823529,  233,South,Regular,Van Nuys / Glenoaks Layover,0700,0754,Moorpark / Van Nuys,233 -  4,                  54,     9.884,233 -701,233 -504,EB,233504, 2330402,07 ,3215,15,2021-11-05_16:09;05.7,10233001570700
11/05/2021,233-504,233 -  4,0443,0913,  4h30   ,CT      ,,  101900,   53823472,  233,North,Regular,Moorpark / Van Nuys,0812,0911,Van Nuys / Glenoaks Layover,233 -  4,                  59,    12.068,233 -701,233 -504,EB,233504, 2330402,08 ,3215,15,2021-11-05_16:09;05.8,10233001460812
11/05/2021,234 -004,234 -  5,0429,1146,  7h17   ,CT      ,, 1005760,   54396878,,,Pull-out,Division 15,0429,0453,Ventura Pl / Ventura,234 -  5,                  24,    10.700,234 -004,        ,A,234004, 2340502,04 ,3215,15,2021-11-05_16:09;02.1,10000000000429
11/05/2021,234 -004,234 -  5,0429,1146,  7h17   ,CT      ,,  100000,   54402469,  230,North,Regular,Ventura Pl / Ventura,0453,0548,La Mission College Layover,234 -  5,                  55,    15.623,234 -004,        ,A,234004, 2340502,04 ,3215,15,2021-11-05_16:09;02.2,10230000950453
11/05/2021,234 -004,234 -  5,0429,1146,  7h17   ,CT      ,,  101510,   53799389,  234,South,Regular,La Mission College Layover,0604,0715,Sepulveda / Ventura,234 -  5,                  71,    16.730,234 -004,        ,A,234004, 2340502,06 ,3215,15,2021-11-05_16:09;02.3,10234000710604
11/05/2021,234 -004,234 -  5,0429,1146,  7h17   ,CT      ,,  101600,   53799288,  234,North,Regular,Sepulveda / Ventura,0727,0833,La Mission College Layover,234 -  5,                  66,    15.588,234 -004,        ,A,234004, 2340502,07 ,3215,15,2021-11-05_16:09;02.4,10234000740727
11/05/2021,234 -004,234 -  5,0429,1146,  7h17   ,CT      ,,  103310,   53799302,  234,South,Regular,La Mission College Layover,0853,1016,Sepulveda / Ventura,234 -  5,                  83,    16.730,234 -004,        ,A,234004, 2340502,08 ,3215,15,2021-11-05_16:09;02.4,10234000710853
11/05/2021,234 -004,234 -  5,0429,1146,  7h17   ,CT      ,,  103400,   53799282,  234,North,Regular,Sepulveda / Ventura,1026,1140,La Mission College Layover,234 -  5,                  74,    15.588,234 -004,        ,A,234004, 2340502,10 ,3215,15,2021-11-05_16:09;02.5,10234000741026
11/05/2021,234 -005,234 -  6,0430,1152,  7h22   ,CT      ,, 1005724,   54396862,,,Pull-out,Division 15,0430,0448,Burbank Station,234 -  6,                  18,     7.800,234 -005,        ,A,234005, 2340602,04 ,3215,15,2021-11-05_16:09;08.1,10000000000430
11/05/2021,234 -005,234 -  6,0430,1152,  7h22   ,CT      ,,  100000,   54282545,  294,North,Regular,Burbank Station,0448,0531,Sylmar Station,234 -  6,                  43,    12.864,234 -005,        ,A,234005, 2340602,04 ,3215,15,2021-11-05_16:09;08.1,10294000030448
11/05/2021,234 -005,234 -  6,0430,1152,  7h22   ,CT      ,,  101010,   53799388,  234,South,Regular,Sylmar Station,0538,0624,Sepulveda / Ventura,234 -  6,                  46,    12.167,234 -005,        ,A,234005, 2340602,05 ,3215,15,2021-11-05_16:09;08.1,10234000670538
11/05/2021,234 -005,234 -  6,0430,1152,  7h22   ,CT      ,,  101100,   53799420,  234,North,Regular,Sepulveda / Ventura,0637,0724,Sylmar Station,234 -  6,                  47,    10.960,234 -005,        ,A,234005, 2340602,06 ,3215,15,2021-11-05_16:09;08.2,10234000730637
11/05/2021,234 -005,234 -  6,0430,1152,  7h22   ,CT      ,,  102210,   53799321,  234,South,Regular,Sylmar Station,0733,0825,Sepulveda / Ventura,234 -  6,                  52,    12.167,234 -005,        ,A,234005, 2340602,07 ,3215,15,2021-11-05_16:09;08.2,10234000670733
11/05/2021,234 -005,234 -  6,0430,1152,  7h22   ,CT      ,,  102300,   53799329,  234,North,Regular,Sepulveda / Ventura,0836,0927,Sylmar Station,234 -  6,                  51,    10.960,234 -005,        ,A,234005, 2340602,08 ,3215,15,2021-11-05_16:09;08.2,10234000730836
11/05/2021,234 -005,234 -  6,0430,1152,  7h22   ,CT      ,,  103610,   53799357,  234,South,Regular,Sylmar Station,0949,1046,Sepulveda / Ventura,234 -  6,                  57,    12.167,234 -005,        ,A,234005, 2340602,09 ,3215,15,2021-11-05_16:09;08.2,10234000670949
11/05/2021,234 -005,234 -  6,0430,1152,  7h22   ,CT      ,,  103700,   53799432,  234,North,Regular,Sepulveda / Ventura,1056,1150,Sylmar Station,234 -  6,                  54,    10.960,234 -005,        ,A,234005, 2340602,10 ,3215,15,2021-11-05_16:09;08.3,10234000731056
11/05/2021,234 -009,234 - 11,0514,1326,  8h12   ,CT      ,, 1005852,   54396910,,,Pull-out,Division 15,0514,0532,Sylmar Station,234 - 11,                  18,     5.100,234 -009,        ,EB,234009, 2341102,05 ,3215,15,2021-11-05_16:09;08.3,10000000000514
11/05/2021,234 -009,234 - 11,0514,1326,  8h12   ,CT      ,,  100110,   54402466,  230,South,Regular,Sylmar Station,0532,0615,Ventura Pl / Ventura,234 - 11,                  43,    12.080,234 -009,        ,EB,234009, 2341102,05 ,3215,15,2021-11-05_16:09;08.4,10230000870532
11/05/2021,234 -009,234 - 11,0514,1326,  8h12   ,CT      ,,  100300,   54402460,  230,North,Regular,Ventura Pl / Ventura,0621,0723,La Mission College Layover,234 - 11,                  62,    15.623,234 -009,        ,EB,234009, 2341102,06 ,3215,15,2021-11-05_16:09;08.4,10230000950621
11/05/2021,234 -009,234 - 11,0514,1326,  8h12   ,CT      ,,  102510,   53799393,  234,South,Regular,La Mission College Layover,0735,0856,Sepulveda / Ventura,234 - 11,                  81,    16.730,234 -009,        ,EB,234009, 2341102,07 ,3215,15,2021-11-05_16:09;08.4,10234000710735
11/05/2021,234 -009,234 - 11,0514,1326,  8h12   ,CT      ,,  102600,   53799425,  234,North,Regular,Sepulveda / Ventura,0906,1017,La Mission College Layover,234 - 11,                  71,    15.588,234 -009,        ,EB,234009, 2341102,09 ,3215,15,2021-11-05_16:09;08.5,10234000740906
11/05/2021,234 -009,234 - 11,0514,1326,  8h12   ,CT      ,,  104310,   53799300,  234,South,Regular,La Mission College Layover,1030,1156,Sepulveda / Ventura,234 - 11,                  86,    16.730,234 -009,        ,EB,234009, 2341102,10 ,3215,15,2021-11-05_16:09;08.5,10234000711030
11/05/2021,234 -009,234 - 11,0514,1326,  8h12   ,CT      ,,  104400,   53799433,  234,North,Regular,Sepulveda / Ventura,1206,1322,La Mission College Layover,234 - 11,                  76,    15.588,234 -009,        ,EB,234009, 2341102,12 ,3215,15,2021-11-05_16:09;08.5,10234000741206
11/05/2021,234 -014,234 -  2,1354,1700,  3h06   ,CT      ,,  106210,   53799308,  234,South,Regular,Sylmar Station,1406,1507,Sepulveda / Ventura,234 -  2,                  61,    12.167,234 -014,        ,EB,234014, 2340201,14 ,3215,15,2021-11-05_16:09;07,10234000671406
11/05/2021,234 -014,234 -  2,1354,1700,  3h06   ,CT      ,,  106400,   53799318,  234,North,Regular,Sepulveda / Ventura,1525,1643,La Mission College Layover,234 -  2,                  78,    15.588,234 -014,        ,EB,234014, 2340201,15 ,3215,15,2021-11-05_16:09;07.1,10234000741525
11/05/2021,234 -014,234 -  2,1354,1700,  3h06   ,CT      ,, 1005749,   54396930,,,Pull-in,La Mission College Layover,1643,1700,Division 15,234 -  2,                  17,     6.900,234 -014,        ,EB,234014, 2340201,16 ,3215,15,2021-11-05_16:09;07.1,10000000001643
11/05/2021,234 -017,234 - 17,1154,1958,  8h04   ,CT      ,, 1005672,   54397008,,,Pull-out,Division 15,1154,1225,Sepulveda / Ventura,234 - 17,                  31,    14.100,234 -017,        ,A,234017,    1701,11 ,3215,,2021-11-05_16:09;07.7,10000000001154
11/05/2021,234 -017,234 - 17,1154,1958,  8h04   ,CT      ,,  104600,   53799435,  234,North,Regular,Sepulveda / Ventura,1225,1342,La Mission College Layover,234 - 17,                  77,    15.588,234 -017,        ,A,234017,    1701,12 ,3215,,2021-11-05_16:09;07.7,10234000741225
11/05/2021,234 -017,234 - 17,1154,1958,  8h04   ,CT      ,,  106510,   53799404,  234,South,Regular,La Mission College Layover,1410,1537,Sepulveda / Ventura,234 - 17,                  87,    16.730,234 -017,        ,A,234017,    1701,14 ,3215,,2021-11-05_16:09;07.8,10234000711410
11/05/2021,234 -017,234 - 17,1154,1958,  8h04   ,CT      ,,  106700,   53799257,  234,North,Regular,Sepulveda / Ventura,1555,1654,Sylmar Station,234 - 17,                  59,    10.960,234 -017,        ,A,234017,    1701,15 ,3215,,2021-11-05_16:09;07.8,10234000731555
11/05/2021,234 -017,234 - 17,1154,1958,  8h04   ,CT      ,,  108010,   53799255,  234,South,Regular,Sylmar Station,1707,1807,Sepulveda / Ventura,234 - 17,                  60,    12.167,234 -017,        ,A,234017,    1701,17 ,3215,,2021-11-05_16:09;07.8,10234000671707
11/05/2021,234 -017,234 - 17,1154,1958,  8h04   ,CT      ,,  108200,   53799250,  234,North,Regular,Sepulveda / Ventura,1825,1941,La Mission College Layover,234 - 17,                  76,    15.588,234 -017,        ,A,234017,    1701,18 ,3215,,2021-11-05_16:09;07.9,10234000741825
11/05/2021,234 -017,234 - 17,1154,1958,  8h04   ,CT      ,, 1005673,   54397030,,,Pull-in,La Mission College Layover,1941,1958,Division 15,234 - 17,                  17,     6.900,234 -017,        ,A,234017,    1701,19 ,3215,,2021-11-05_16:09;07.9,10000000001941
11/05/2021,294 -007,294 -  5,1644,2553,  9h09   ,CT      ,,  102400,   54282510,  294,North,Regular,Burbank Station,1654,1749,Sylmar Station,294 -  5,                  55,    12.864,294 -007,        ,B,294007, 2940502,16 ,3215,15,2021-11-05_16:09;06,10294000031654
11/05/2021,294 -007,294 -  5,1644,2553,  9h09   ,CT      ,,  102710,   54282541,  294,South,Regular,Sylmar Station,1819,1909,Burbank Station,294 -  5,                  50,    12.945,294 -007,        ,B,294007, 2940502,18 ,3215,15,2021-11-05_16:09;06,10294000021819
11/05/2021,294 -007,294 -  5,1644,2553,  9h09   ,CT      ,,  102900,   54282548,  294,North,Regular,Burbank Station,1924,2015,Sylmar Station,294 -  5,                  51,    12.864,294 -007,        ,B,294007, 2940502,19 ,3215,15,2021-11-05_16:09;06.1,10294000031924
11/05/2021,294 -007,294 -  5,1644,2553,  9h09   ,CT      ,,  103110,   54282542,  294,South,Regular,Sylmar Station,2049,2135,Burbank Station,294 -  5,                  46,    12.945,294 -007,        ,B,294007, 2940502,20 ,3215,15,2021-11-05_16:09;06.1,10294000022049
11/05/2021,294 -007,294 -  5,1644,2553,  9h09   ,CT      ,,  103200,   54282554,  294,North,Regular,Burbank Station,2154,2237,Sylmar Station,294 -  5,                  43,    12.864,294 -007,        ,B,294007, 2940502,21 ,3215,15,2021-11-05_16:09;06.1,10294000032154
11/05/2021,294 -007,294 -  5,1644,2553,  9h09   ,CT      ,,  103310,   54282552,  294,South,Regular,Sylmar Station,2249,2335,Burbank Station,294 -  5,                  46,    12.945,294 -007,        ,B,294007, 2940502,22 ,3215,15,2021-11-05_16:09;06.1,10294000022249
11/05/2021,294 -007,294 -  5,1644,2553,  9h09   ,CT      ,,  103400,   54282556,  294,North,Regular,Burbank Station,2354,2437,Sylmar Station,294 -  5,                  43,    12.864,294 -007,        ,B,294007, 2940502,23 ,3215,15,2021-11-05_16:09;06.1,10294000032354
11/05/2021,294 -007,294 -  5,1644,2553,  9h09   ,CT      ,,  103510,   54282559,  294,South,Regular,Sylmar Station,2449,2535,Burbank Station,294 -  5,                  46,    12.945,294 -007,        ,B,294007, 2940502,24 ,3215,15,2021-11-05_16:09;06.2,10294000022449
11/05/2021,294 -007,294 -  5,1644,2553,  9h09   ,CT      ,, 1005669,   54397047,,,Pull-in,Burbank Station,2535,2553,Division 15,294 -  5,                  18,     7.800,294 -007,        ,B,294007, 2940502,25 ,3215,15,2021-11-05_16:09;06.2,10000000002535
11/05/2021,690-601,690 -  1,1151,1421,  2h30   ,CT      ,,  101300,   53809064,  690,East,Regular,Sylmar Station,1155,1249,Summitrose / Tinker,690 -  1,                  54,    17.099,233 -701,690 -601,EB,690601, 6900100,11 ,3215,15,2021-11-05_16:09;05.5,10690000011155
11/05/2021,690-601,690 -  1,1151,1421,  2h30   ,CT      ,,  101610,   53809102,  690,West,Regular,Summitrose / Tinker,1322,1414,Sylmar Station,690 -  1,                  52,    17.305,233 -701,690 -601,EB,690601, 6900100,13 ,3215,15,2021-11-05_16:09;05.6,10690000021322
11/05/2021,761 -013,761 - 18,1427,1926,  4h59   ,CT      ,,  104410,   53798199,  761,South,Regular,Sylmar Station,1448,1642,Expo / Sepulveda Station,761 - 18,                 114,    25.393,761 -013,        ,EB,761013, 7611801,14 ,3215,15,2021-11-05_16:09;07.1,10761000671448
11/05/2021,761 -013,761 - 18,1427,1926,  4h59   ,CT      ,,  104700,   53798249,  761,North,Regular,Expo / Sepulveda Station,1655,1908,Sylmar Station,761 - 18,                 133,    32.451,761 -013,        ,EB,761013, 7611801,16 ,3215,15,2021-11-05_16:09;07.1,10761000681655
11/05/2021,761 -013,761 - 18,1427,1926,  4h59   ,CT      ,, 1005607,   54396786,,,Pull-in,Sylmar Station,1908,1926,Division 15,761 - 18,                  18,     5.100,761 -013,        ,EB,761013, 7611801,19 ,3215,15,2021-11-05_16:09;07.1,10000000001908
11/05/2021,761 -017,761 - 17,1141,1932,  7h51   ,CT      ,,  103310,   53798281,  761,South,Regular,Sylmar Station,1204,1356,Expo / Sepulveda Station,761 - 17,                 112,    25.393,761 -017,        ,A,761017, 7611701,12 ,3215,15,2021-11-05_16:09;05.3,10761000671204
11/05/2021,761 -017,761 - 17,1141,1932,  7h51   ,CT      ,,  103600,   53798237,  761,North,Regular,Expo / Sepulveda Station,1420,1632,Sylmar Station,761 - 17,                 132,    32.451,761 -017,        ,A,761017, 7611701,14 ,3215,15,2021-11-05_16:09;05.3,10761000681420
11/05/2021,761 -017,761 - 17,1141,1932,  7h51   ,CT      ,,  105210,   53798207,  761,South,Regular,Sylmar Station,1647,1842,Expo / Sepulveda Station,761 - 17,                 115,    25.393,761 -017,        ,A,761017, 7611701,16 ,3215,15,2021-11-05_16:09;05.3,10761000671647
11/05/2021,761 -017,761 - 17,1141,1932,  7h51   ,CT      ,, 1005605,   54396774,,,Pull-in,Expo / Sepulveda Station,1842,1932,Division 15,761 - 17,                  50,    23.300,761 -017,        ,A,761017, 7611701,18 ,3215,15,2021-11-05_16:09;05.3,10000000001842
11/05/2021,761 -025,761 - 10,1458,2326,  8h28   ,CT      ,,  104510,   53798200,  761,South,Regular,Sylmar Station,1502,1657,Expo / Sepulveda Station,761 - 10,                 115,    25.393,761 -025,        ,A,761025, 7611000,15 ,3215,15,2021-11-05_16:09;05.3,10761000671502
11/05/2021,761 -025,761 - 10,1458,2326,  8h28   ,CT      ,,  104800,   53798250,  761,North,Regular,Expo / Sepulveda Station,1712,1921,Sylmar Station,761 - 10,                 129,    32.451,761 -025,        ,A,761025, 7611000,17 ,3215,15,2021-11-05_16:09;05.4,10761000681712
11/05/2021,761 -025,761 - 10,1458,2326,  8h28   ,CT      ,,  106010,   53798286,  761,South,Regular,Sylmar Station,1941,2116,Expo / Sepulveda Station,761 - 10,                  95,    25.319,761 -025,        ,A,761025, 7611000,19 ,3215,15,2021-11-05_16:09;05.4,10761000701941
11/05/2021,761 -025,761 - 10,1458,2326,  8h28   ,CT      ,,  106100,   53798287,  761,North,Regular,Expo / Sepulveda Station,2142,2308,Sylmar Station,761 - 10,                  86,    33.526,761 -025,        ,A,761025, 7611000,21 ,3215,15,2021-11-05_16:09;05.4,10761000692142
11/05/2021,761 -025,761 - 10,1458,2326,  8h28   ,CT      ,, 1005565,   54396731,,,Pull-in,Sylmar Station,2308,2326,Division 15,761 - 10,                  18,     5.100,761 -025,        ,A,761025, 7611000,23 ,3215,15,2021-11-05_16:09;05.4,10000000002308
11/05/2021,761-501,761 - 11,0553,1030,  4h37   ,CT      ,, 1005566,   54396745,,,Pull-out,Division 15,0553,0611,Sylmar Station,761 - 11,                  18,     5.100,761 -501,761 -501,PTAM,761501, 7611102,05 ,3215,15,2021-11-05_16:09;02.7,10000000000553
11/05/2021,761-501,761 - 11,0553,1030,  4h37   ,CT      ,,  100910,   53798177,  761,South,Regular,Sylmar Station,0611,0803,Expo / Sepulveda Station,761 - 11,                 112,    25.393,761 -501,761 -501,PTAM,761501, 7611102,06 ,3215,15,2021-11-05_16:09;02.7,10761000670611
11/05/2021,761-501,761 - 11,0553,1030,  4h37   ,CT      ,,  101200,   53798224,  761,North,Regular,Expo / Sepulveda Station,0823,1021,Sylmar Station,761 - 11,                 118,    32.451,761 -501,761 -501,PTAM,761501, 7611102,08 ,3215,15,2021-11-05_16:09;02.8,10761000680823
11/05/2021, 40 -011, 40 - 13,0500,1342,  8h42   ,CT      ,,  942036,   54104034,,,Pull-out,Division 18,0500,0513,182nd / Hawthorne, 40 - 13,                  13,     5.000, 40 -011,        ,A,040011, 0401302,05 ,3218,18,2021-11-05_16:09;38.4,10000000000500
11/05/2021, 40 -011, 40 - 13,0500,1342,  8h42   ,CT      ,,  100700,   53911710,   40,North,Regular,182nd / Hawthorne,0513,0645,Division 13 Layover, 40 - 13,                  92,    20.061, 40 -011,        ,A,040011, 0401302,05 ,3218,18,2021-11-05_16:09;38.5,10040009110513
11/05/2021, 40 -011, 40 - 13,0500,1342,  8h42   ,CT      ,,  101710,   53911679,   40,South,Regular,Division 13 Layover,0704,0849,182nd / Hawthorne, 40 - 13,                 105,    19.887, 40 -011,        ,A,040011, 0401302,07 ,3218,18,2021-11-05_16:09;38.5,10040009160704
11/05/2021, 40 -011, 40 - 13,0500,1342,  8h42   ,CT      ,,  103500,   53911592,   40,North,Regular,182nd / Hawthorne,0912,1112,Division 13 Layover, 40 - 13,                 120,    20.061, 40 -011,        ,A,040011, 0401302,09 ,3218,18,2021-11-05_16:09;38.6,10040009110912
11/05/2021, 40 -011, 40 - 13,0500,1342,  8h42   ,CT      ,,  104510,   53911650,   40,South,Regular,Division 13 Layover,1132,1340,182nd / Hawthorne, 40 - 13,                 128,    19.887, 40 -011,        ,A,040011, 0401302,11 ,3218,18,2021-11-05_16:09;38.6,10040009161132
11/05/2021, 40 -018, 40 - 22,0557,1252,  6h55   ,CT      ,,  942046,   54104047,,,Pull-out,Division 18,0557,0630,Patsaouras Transit Plaza, 40 - 22,                  33,    16.600, 40 -018,        ,EB,040018, 0402202,05 ,3218,18,2021-11-05_16:09;34.1,10000000000557
11/05/2021, 40 -018, 40 - 22,0557,1252,  6h55   ,CT      ,,  101210,   53911680,   40,South,Regular,Patsaouras Transit Plaza,0630,0805,182nd / Hawthorne, 40 - 22,                  95,    19.345, 40 -018,        ,EB,040018, 0402202,06 ,3218,18,2021-11-05_16:09;34.2,10040009170630
11/05/2021, 40 -018, 40 - 22,0557,1252,  6h55   ,CT      ,,  103000,   53911586,   40,North,Regular,182nd / Hawthorne,0825,1021,Division 13 Layover, 40 - 22,                 116,    20.061, 40 -018,        ,EB,040018, 0402202,08 ,3218,18,2021-11-05_16:09;34.3,10040009110825
11/05/2021, 40 -018, 40 - 22,0557,1252,  6h55   ,CT      ,,  104010,   53911655,   40,South,Regular,Division 13 Layover,1045,1250,182nd / Hawthorne, 40 - 22,                 125,    19.887, 40 -018,        ,EB,040018, 0402202,10 ,3218,18,2021-11-05_16:09;34.3,10040009161045
11/05/2021, 40 -021, 40 - 25,0612,1312,  7h00   ,CT      ,,  942082,   54104074,,,Pull-out,Division 18,0612,0645,Patsaouras Transit Plaza, 40 - 25,                  33,    16.600, 40 -021,        ,EB,040021, 0402502,06 ,3218,18,2021-11-05_16:09;35.2,10000000000612
11/05/2021, 40 -021, 40 - 25,0612,1312,  7h00   ,CT      ,,  101410,   53911700,   40,South,Regular,Patsaouras Transit Plaza,0645,0822,182nd / Hawthorne, 40 - 25,                  97,    19.345, 40 -021,        ,EB,040021, 0402502,06 ,3218,18,2021-11-05_16:09;35.3,10040009170645
11/05/2021, 40 -021, 40 - 25,0612,1312,  7h00   ,CT      ,,  103200,   53911638,   40,North,Regular,182nd / Hawthorne,0845,1041,Division 13 Layover, 40 - 25,                 116,    20.061, 40 -021,        ,EB,040021, 0402502,08 ,3218,18,2021-11-05_16:09;35.4,10040009110845
11/05/2021, 40 -021, 40 - 25,0612,1312,  7h00   ,CT      ,,  104210,   53911653,   40,South,Regular,Division 13 Layover,1105,1310,182nd / Hawthorne, 40 - 25,                 125,    19.887, 40 -021,        ,EB,040021, 0402502,11 ,3218,18,2021-11-05_16:09;35.4,10040009161105
11/05/2021, 40 -022, 40 - 15,1352,1904,  5h12   ,CT      ,,  106600,   53911713,   40,North,Regular,182nd / Hawthorne,1414,1625,Division 13 Layover, 40 - 15,                 131,    20.061, 40 -022,        ,EB,040022, 0401501,14 ,3218,18,2021-11-05_16:09;38.7,10040009111414
11/05/2021, 40 -022, 40 - 15,1352,1904,  5h12   ,CT      ,,  107810,   53911691,   40,South,Regular,Division 13 Layover,1646,1848,182nd / Hawthorne, 40 - 15,                 122,    19.887, 40 -022,        ,EB,040022, 0401501,16 ,3218,18,2021-11-05_16:09;38.7,10040009161646
11/05/2021, 40 -022, 40 - 15,1352,1904,  5h12   ,CT      ,,  942037,   54104042,,,Pull-in,182nd / Hawthorne,1848,1904,Division 18, 40 - 15,                  16,     5.000, 40 -022,        ,EB,040022, 0401501,18 ,3218,18,2021-11-05_16:09;38.7,10000000001848
